keyword,normalized_keyword,language,market,country,primary_cluster,secondary_cluster,search_intent,buyer_stage,search_volume,keyword_difficulty,cpc,trend,serp_type,serp_notes,commercial_value,strategic_relevance,malaysia_origin_relevance,existing_architecture_target,page_recommendation,priority,source,data_date,verification_status,notes
titanium dioxide safety data sheet,titanium dioxide safety data sheet,EN,GLOBAL,MULTI,COMPLIANCE,COMP-02 Technical documents,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,5,5,0,COMPLIANCE & DOCUMENTS > TDS / SDS / COA,EXISTING_PAGE,P2,PROJECT-BRIEF-TIO2-MALAYSIA-V1.0,2026-08-29,UNAVAILABLE,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=4.5/5, Strategic=5/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=64. Unavailable demand/feasibility contributes 0 rather than an inferred value."
request titanium dioxide documents,request titanium dioxide documents,EN,GLOBAL,MULTI,COMPLIANCE,COMP-02 Technical documents,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,5,5,0,COMPLIANCE & DOCUMENTS > TDS / SDS / COA,EXISTING_PAGE,P2,PROJECT-BRIEF-TIO2-MALAYSIA-V1.0,2026-08-29,UNAVAILABLE,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=4.5/5, Strategic=5/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=64. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium dioxide country of origin certificate,titanium dioxide country of origin certificate,EN,GLOBAL,MULTI,COMPLIANCE,COMP-03 Origin documents,M,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,5,5,3,COMPLIANCE & DOCUMENTS > COO,EXISTING_PAGE,P2,PROJECT-BRIEF-TIO2-MALAYSIA-V1.0 | SERP-GLOBAL-MY-TIO2-SUPPLIER-20260829,2026-08-29,UNAVAILABLE,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=3.5/5, Strategic=5/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=58. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium dioxide coo,titanium dioxide coo,EN,GLOBAL,MULTI,COMPLIANCE,COMP-03 Origin documents,M,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,5,5,3,COMPLIANCE & DOCUMENTS > COO,EXISTING_PAGE,P2,PROJECT-BRIEF-TIO2-MALAYSIA-V1.0 | SERP-GLOBAL-MY-TIO2-SUPPLIER-20260829,2026-08-29,UNAVAILABLE,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=3.5/5, Strategic=5/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=58. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium dioxide origin traceability,titanium dioxide origin traceability,EN,GLOBAL,MULTI,COMPLIANCE,COMP-03 Origin documents,M,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,5,5,3,COMPLIANCE & DOCUMENTS > COO,EXISTING_PAGE,P2,PROJECT-BRIEF-TIO2-MALAYSIA-V1.0 | SERP-GLOBAL-MY-TIO2-SUPPLIER-20260829,2026-08-29,UNAVAILABLE,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=3.5/5, Strategic=5/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=58. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium dioxide batch traceability,titanium dioxide batch traceability,EN,GLOBAL,MULTI,COMPLIANCE,COMP-03 Origin documents,M,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,5,5,3,COMPLIANCE & DOCUMENTS > COO,EXISTING_PAGE,P2,PROJECT-BRIEF-TIO2-MALAYSIA-V1.0 | SERP-GLOBAL-MY-TIO2-SUPPLIER-20260829,2026-08-29,UNAVAILABLE,"No numeric metrics available; retained as qualitative seed/evidence term. Priority audit: CI=3.5/5, Strategic=5/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=58. Unavailable demand/feasibility contributes 0 rather than an inferred value."
eu titanium dioxide anti dumping duty,eu titanium dioxide anti dumping duty,EN,EU,EU,TRADE,TRADE-EU-01,M,Consideration,Unavailable,Unavailable,Unavailable,Unavailable,Official regulatory results,Unavailable,5,5,3,RESOURCES > Market & Trade Updates,SUPPORTING_CONTENT,P2,OFFICIAL-EU-EURLEX-2025-4 | OFFICIAL-EU-EC-TRADE-TIO2-2025,2026-08-29,VERIFIED,"Definitive EU anti-dumping measure is verified for covered TiO2 originating in China; exact product scope and rates must be read from the regulation. Priority audit: CI=3.5/5, Strategic=5/5, Market=5/5, Demand=0/5, Feasibility=0/5, weighted=66. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium dioxide import duty eu,titanium dioxide import duty eu,EN,EU,EU,TRADE,TRADE-EU-01,M,Consideration,Unavailable,Unavailable,Unavailable,Unavailable,Official regulatory results,Unavailable,5,5,3,RESOURCES > Market & Trade Updates,SUPPORTING_CONTENT,P2,OFFICIAL-EU-EURLEX-2025-4 | OFFICIAL-EU-EC-TRADE-TIO2-2025,2026-08-29,VERIFIED,"Definitive EU anti-dumping measure is verified for covered TiO2 originating in China; exact product scope and rates must be read from the regulation. Priority audit: CI=3.5/5, Strategic=5/5, Market=5/5, Demand=0/5, Feasibility=0/5, weighted=66. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium dioxide customs duty eu,titanium dioxide customs duty eu,EN,EU,EU,TRADE,TRADE-EU-01,M,Consideration,Unavailable,Unavailable,Unavailable,Unavailable,Official regulatory results,Unavailable,5,5,3,RESOURCES > Market & Trade Updates,SUPPORTING_CONTENT,P2,OFFICIAL-EU-EURLEX-2025-4 | OFFICIAL-EU-EC-TRADE-TIO2-2025,2026-08-29,VERIFIED,"Definitive EU anti-dumping measure is verified for covered TiO2 originating in China; exact product scope and rates must be read from the regulation. Priority audit: CI=3.5/5, Strategic=5/5, Market=5/5, Demand=0/5, Feasibility=0/5, weighted=66. Unavailable demand/feasibility contributes 0 rather than an inferred value."
uk titanium dioxide anti dumping investigation,uk titanium dioxide anti dumping investigation,EN,UK,UNITED KINGDOM,TRADE,TRADE-UK-01,M,Consideration,Unavailable,Unavailable,Unavailable,Unavailable,Official government,Unavailable,5,5,3,RESOURCES > Market & Trade Updates,SUPPORTING_CONTENT,P2,OFFICIAL-UK-TRA-TIO2-INVESTIGATION-2026 | OFFICIAL-UK-TRN-2026-14,2026-08-29,VERIFY_REQUIRED,"Investigation opening and import registration are verified; they are not evidence of a definitive duty. Duty outcome/rate remains VERIFY_REQUIRED. Priority audit: CI=3.5/5, Strategic=5/5, Market=5/5, Demand=0/5, Feasibility=0/5, weighted=66. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium dioxide import registration uk,titanium dioxide import registration uk,EN,UK,UNITED KINGDOM,TRADE,TRADE-UK-01,M,Consideration,Unavailable,Unavailable,Unavailable,Unavailable,Official government,Unavailable,5,5,3,RESOURCES > Market & Trade Updates,SUPPORTING_CONTENT,P2,OFFICIAL-UK-TRA-TIO2-INVESTIGATION-2026 | OFFICIAL-UK-TRN-2026-14,2026-08-29,VERIFY_REQUIRED,"Investigation opening and import registration are verified; they are not evidence of a definitive duty. Duty outcome/rate remains VERIFY_REQUIRED. Priority audit: CI=3.5/5, Strategic=5/5, Market=5/5, Demand=0/5, Feasibility=0/5, weighted=66. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium dioxide import duty uk,titanium dioxide import duty uk,EN,UK,UNITED KINGDOM,TRADE,TRADE-UK-01,M,Consideration,Unavailable,Unavailable,Unavailable,Unavailable,Official government,Unavailable,5,5,3,RESOURCES > Market & Trade Updates,SUPPORTING_CONTENT,P2,OFFICIAL-UK-TRA-TIO2-INVESTIGATION-2026 | OFFICIAL-UK-TRN-2026-14,2026-08-29,VERIFY_REQUIRED,"Investigation opening and import registration are verified; they are not evidence of a definitive duty. Duty outcome/rate remains VERIFY_REQUIRED. Priority audit: CI=3.5/5, Strategic=5/5, Market=5/5, Demand=0/5, Feasibility=0/5, weighted=66. Unavailable demand/feasibility contributes 0 rather than an inferred value."
india titanium dioxide anti dumping duty,india titanium dioxide anti dumping duty,EN,INDIA,INDIA,TRADE,TRADE-IN-01,M,Consideration,Unavailable,Unavailable,Unavailable,Unavailable,Official DGTR case page,Unavailable,5,5,3,RESOURCES > Market & Trade Updates,SUPPORTING_CONTENT,P2,OFFICIAL-INDIA-DGTR-TIO2-CASE,2026-08-29,VERIFY_REQUIRED,"DGTR final findings after remand are verified; Ministry of Finance implementation was not verified. Priority audit: CI=3.5/5, Strategic=5/5, Market=5/5, Demand=0/5, Feasibility=0/5, weighted=66. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium dioxide customs duty india,titanium dioxide customs duty india,EN,INDIA,INDIA,TRADE,TRADE-IN-01,M,Consideration,Unavailable,Unavailable,Unavailable,Unavailable,Official DGTR case page,Unavailable,5,5,3,RESOURCES > Market & Trade Updates,SUPPORTING_CONTENT,P2,OFFICIAL-INDIA-DGTR-TIO2-CASE,2026-08-29,VERIFY_REQUIRED,"DGTR final findings after remand are verified; Ministry of Finance implementation was not verified. Priority audit: CI=3.5/5, Strategic=5/5, Market=5/5, Demand=0/5, Feasibility=0/5, weighted=66. Unavailable demand/feasibility contributes 0 rather than an inferred value."
brazil titanium dioxide anti dumping duty,brazil titanium dioxide anti dumping duty,PT-BR,BRAZIL,BRAZIL,TRADE,TRADE-BR-01,M,Consideration,Unavailable,Unavailable,Unavailable,Unavailable,Official government,Unavailable,5,5,3,RESOURCES > Market & Trade Updates,SUPPORTING_CONTENT,P2,OFFICIAL-BRAZIL-MDIC-TIO2-MEASURE | OFFICIAL-BRAZIL-MDIC-TIO2-PUBLIC-INTEREST,2026-08-29,VERIFIED,"Definitive measure in force and ongoing public-interest evaluation are verified from Brazilian official pages; exact scope/rates require document-level review. Priority audit: CI=3.5/5, Strategic=5/5, Market=5/5, Demand=0/5, Feasibility=0/5, weighted=66. Unavailable demand/feasibility contributes 0 rather than an inferred value."
direito antidumping dióxido de titânio brasil,direito antidumping dióxido de titânio brasil,PT-BR,BRAZIL,BRAZIL,TRADE,TRADE-BR-01,M,Consideration,Unavailable,Unavailable,Unavailable,Unavailable,Official government,Unavailable,5,5,3,RESOURCES > Market & Trade Updates,SUPPORTING_CONTENT,P2,OFFICIAL-BRAZIL-MDIC-TIO2-MEASURE | OFFICIAL-BRAZIL-MDIC-TIO2-PUBLIC-INTEREST,2026-08-29,VERIFIED,"Definitive measure in force and ongoing public-interest evaluation are verified from Brazilian official pages; exact scope/rates require document-level review. Priority audit: CI=3.5/5, Strategic=5/5, Market=5/5, Demand=0/5, Feasibility=0/5, weighted=66. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium dioxide import duty brazil,titanium dioxide import duty brazil,PT-BR,BRAZIL,BRAZIL,TRADE,TRADE-BR-01,M,Consideration,Unavailable,Unavailable,Unavailable,Unavailable,Official government,Unavailable,5,5,3,RESOURCES > Market & Trade Updates,SUPPORTING_CONTENT,P2,OFFICIAL-BRAZIL-MDIC-TIO2-MEASURE | OFFICIAL-BRAZIL-MDIC-TIO2-PUBLIC-INTEREST,2026-08-29,VERIFIED,"Definitive measure in force and ongoing public-interest evaluation are verified from Brazilian official pages; exact scope/rates require document-level review. Priority audit: CI=3.5/5, Strategic=5/5, Market=5/5, Demand=0/5, Feasibility=0/5, weighted=66. Unavailable demand/feasibility contributes 0 rather than an inferred value."
chemours titanium dioxide alternative,chemours titanium dioxide alternative,EN,GLOBAL,MULTI,BRAND,BRAND-01 Brand alternatives,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Brand/product/distributor/comparison mix,Top-10 SERP reviewed from locally saved brand query; result presence does not prove technical equivalence.,5,4,2,RESOURCES > Technical Guides,NEW_PAGE_CANDIDATE,P2,SERP-REV-BRAND-CHEMOURS-20260829,2026-08-29,VERIFIED,"Brand-level alternative intent verified by saved SERP. No identity, guaranteed replacement, or performance-equivalence claim is made. Priority audit: CI=4.5/5, Strategic=4/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=59. Unavailable demand/feasibility contributes 0 rather than an inferred value."
ti-pure alternative titanium dioxide,ti-pure alternative titanium dioxide,EN,GLOBAL,MULTI,BRAND,BRAND-01 Brand alternatives,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Brand/product/distributor/comparison mix,Top-10 SERP reviewed from locally saved brand query; result presence does not prove technical equivalence.,5,4,2,RESOURCES > Technical Guides,NEW_PAGE_CANDIDATE,P2,SERP-REV-BRAND-CHEMOURS-20260829,2026-08-29,VERIFIED,"Brand-level alternative intent verified by saved SERP. No identity, guaranteed replacement, or performance-equivalence claim is made. Priority audit: CI=4.5/5, Strategic=4/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=59. Unavailable demand/feasibility contributes 0 rather than an inferred value."
tronox titanium dioxide alternative,tronox titanium dioxide alternative,EN,GLOBAL,MULTI,BRAND,BRAND-01 Brand alternatives,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Brand/product/distributor/comparison mix,Top-10 SERP reviewed from locally saved brand query; result presence does not prove technical equivalence.,5,4,2,RESOURCES > Technical Guides,NEW_PAGE_CANDIDATE,P2,SERP-REV-BRAND-TRONOX-20260829,2026-08-29,VERIFIED,"Brand-level alternative intent verified by saved SERP. No identity, guaranteed replacement, or performance-equivalence claim is made. Priority audit: CI=4.5/5, Strategic=4/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=59. Unavailable demand/feasibility contributes 0 rather than an inferred value."
kronos titanium dioxide alternative,kronos titanium dioxide alternative,EN,GLOBAL,MULTI,BRAND,BRAND-01 Brand alternatives,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Brand/product/distributor/comparison mix,Top-10 SERP reviewed from locally saved brand query; result presence does not prove technical equivalence.,5,4,2,RESOURCES > Technical Guides,NEW_PAGE_CANDIDATE,P2,SERP-REV-BRAND-KRONOS-20260829,2026-08-29,VERIFIED,"Brand-level alternative intent verified by saved SERP. No identity, guaranteed replacement, or performance-equivalence claim is made. Priority audit: CI=4.5/5, Strategic=4/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=59. Unavailable demand/feasibility contributes 0 rather than an inferred value."
venator titanium dioxide alternative,venator titanium dioxide alternative,EN,GLOBAL,MULTI,BRAND,BRAND-01 Brand alternatives,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Brand/product/distributor/comparison mix,Top-10 SERP reviewed from locally saved brand query; result presence does not prove technical equivalence.,5,4,2,RESOURCES > Technical Guides,NEW_PAGE_CANDIDATE,P2,SERP-REV-BRAND-VENATOR-20260829,2026-08-29,VERIFIED,"Brand-level alternative intent verified by saved SERP. No identity, guaranteed replacement, or performance-equivalence claim is made. Priority audit: CI=4.5/5, Strategic=4/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=59. Unavailable demand/feasibility contributes 0 rather than an inferred value."
lomon billions titanium dioxide alternative,lomon billions titanium dioxide alternative,EN,GLOBAL,MULTI,BRAND,BRAND-01 Brand alternatives,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Brand/product/distributor/comparison mix,Top-10 SERP reviewed from locally saved brand query; result presence does not prove technical equivalence.,5,4,2,RESOURCES > Technical Guides,NEW_PAGE_CANDIDATE,P2,SERP-REV-BRAND-LB-20260829,2026-08-29,VERIFIED,"Brand-level alternative intent verified by saved SERP. No identity, guaranteed replacement, or performance-equivalence claim is made. Priority audit: CI=4.5/5, Strategic=4/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=59. Unavailable demand/feasibility contributes 0 rather than an inferred value."
citic titanium dioxide alternative,citic titanium dioxide alternative,EN,GLOBAL,MULTI,BRAND,BRAND-01 Brand alternatives,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Brand/product/distributor/comparison mix,Top-10 SERP reviewed from locally saved brand query; result presence does not prove technical equivalence.,5,4,2,RESOURCES > Technical Guides,NEW_PAGE_CANDIDATE,P2,SERP-REV-BRAND-CITIC-20260829,2026-08-29,VERIFIED,"Brand-level alternative intent verified by saved SERP. No identity, guaranteed replacement, or performance-equivalence claim is made. Priority audit: CI=4.5/5, Strategic=4/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=59. Unavailable demand/feasibility contributes 0 rather than an inferred value."
cnnc titanium dioxide alternative,cnnc titanium dioxide alternative,EN,GLOBAL,MULTI,BRAND,BRAND-01 Brand alternatives,C,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Brand/product/distributor/comparison mix,Top-10 SERP reviewed from locally saved brand query; result presence does not prove technical equivalence.,5,4,2,RESOURCES > Technical Guides,NEW_PAGE_CANDIDATE,P2,SERP-REV-BRAND-CNNC-20260829,2026-08-29,VERIFIED,"Brand-level alternative intent verified by saved SERP. No identity, guaranteed replacement, or performance-equivalence claim is made. Priority audit: CI=4.5/5, Strategic=4/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=59. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium dioxide nanoparticle synthesis,titanium dioxide nanoparticle synthesis,EN,GLOBAL,MULTI,PRODUCT,OFFSCOPE-01 OFF_SCOPE Non-B2B/off-scope,I,Awareness,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,1,1,0,N/A,DO_NOT_TARGET,EXCLUDE,PROJECT-BRIEF-TIO2-MALAYSIA-V1.0,2026-08-29,UNAVAILABLE,"OFF_SCOPE / DO_NOT_TARGET. Off-scope, consumer/medical/academic, or different product intent; excluded from B2B pigment acquisition strategy. Priority audit: CI=1.5/5, Strategic=1/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=26. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium dioxide photocatalyst,titanium dioxide photocatalyst,EN,GLOBAL,MULTI,APPLICATION,OFFSCOPE-01 OFF_SCOPE Non-B2B/off-scope,I,Awareness,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,1,1,0,N/A,DO_NOT_TARGET,EXCLUDE,PROJECT-BRIEF-TIO2-MALAYSIA-V1.0,2026-08-29,UNAVAILABLE,"OFF_SCOPE / DO_NOT_TARGET. Off-scope, consumer/medical/academic, or different product intent; excluded from B2B pigment acquisition strategy. Priority audit: CI=1.5/5, Strategic=1/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=26. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium dioxide sunscreen,titanium dioxide sunscreen,EN,GLOBAL,MULTI,APPLICATION,OFFSCOPE-01 OFF_SCOPE Non-B2B/off-scope,I,Awareness,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,1,1,0,N/A,DO_NOT_TARGET,EXCLUDE,PROJECT-BRIEF-TIO2-MALAYSIA-V1.0,2026-08-29,UNAVAILABLE,"OFF_SCOPE / DO_NOT_TARGET. Off-scope, consumer/medical/academic, or different product intent; excluded from B2B pigment acquisition strategy. Priority audit: CI=1.5/5, Strategic=1/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=26. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium dioxide food additive e171,titanium dioxide food additive e171,EN,GLOBAL,MULTI,APPLICATION,OFFSCOPE-01 OFF_SCOPE Non-B2B/off-scope,I,Awareness,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,1,1,0,N/A,DO_NOT_TARGET,EXCLUDE,PROJECT-BRIEF-TIO2-MALAYSIA-V1.0,2026-08-29,UNAVAILABLE,"OFF_SCOPE / DO_NOT_TARGET. Off-scope, consumer/medical/academic, or different product intent; excluded from B2B pigment acquisition strategy. Priority audit: CI=1.5/5, Strategic=1/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=26. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium dioxide toothpaste,titanium dioxide toothpaste,EN,GLOBAL,MULTI,APPLICATION,OFFSCOPE-01 OFF_SCOPE Non-B2B/off-scope,I,Awareness,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,1,1,0,N/A,DO_NOT_TARGET,EXCLUDE,PROJECT-BRIEF-TIO2-MALAYSIA-V1.0,2026-08-29,UNAVAILABLE,"OFF_SCOPE / DO_NOT_TARGET. Off-scope, consumer/medical/academic, or different product intent; excluded from B2B pigment acquisition strategy. Priority audit: CI=1.5/5, Strategic=1/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=26. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium dioxide toxicity,titanium dioxide toxicity,EN,GLOBAL,MULTI,RESOURCE,OFFSCOPE-01 OFF_SCOPE Non-B2B/off-scope,I,Awareness,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,1,1,0,N/A,DO_NOT_TARGET,EXCLUDE,PROJECT-BRIEF-TIO2-MALAYSIA-V1.0,2026-08-29,UNAVAILABLE,"OFF_SCOPE / DO_NOT_TARGET. Off-scope, consumer/medical/academic, or different product intent; excluded from B2B pigment acquisition strategy. Priority audit: CI=1.5/5, Strategic=1/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=26. Unavailable demand/feasibility contributes 0 rather than an inferred value."
does titanium dioxide cause cancer,does titanium dioxide cause cancer,EN,GLOBAL,MULTI,RESOURCE,OFFSCOPE-01 OFF_SCOPE Non-B2B/off-scope,I,Awareness,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,1,1,0,N/A,DO_NOT_TARGET,EXCLUDE,PROJECT-BRIEF-TIO2-MALAYSIA-V1.0,2026-08-29,UNAVAILABLE,"OFF_SCOPE / DO_NOT_TARGET. Off-scope, consumer/medical/academic, or different product intent; excluded from B2B pigment acquisition strategy. Priority audit: CI=1.5/5, Strategic=1/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=26. Unavailable demand/feasibility contributes 0 rather than an inferred value."
lab grade titanium dioxide,lab grade titanium dioxide,EN,GLOBAL,MULTI,PRODUCT,OFFSCOPE-01 OFF_SCOPE Non-B2B/off-scope,I,Awareness,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,1,1,0,N/A,DO_NOT_TARGET,EXCLUDE,PROJECT-BRIEF-TIO2-MALAYSIA-V1.0,2026-08-29,UNAVAILABLE,"OFF_SCOPE / DO_NOT_TARGET. Off-scope, consumer/medical/academic, or different product intent; excluded from B2B pigment acquisition strategy. Priority audit: CI=1.5/5, Strategic=1/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=26. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium dioxide tattoo pigment,titanium dioxide tattoo pigment,EN,GLOBAL,MULTI,APPLICATION,OFFSCOPE-01 OFF_SCOPE Non-B2B/off-scope,I,Awareness,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,1,1,0,N/A,DO_NOT_TARGET,EXCLUDE,PROJECT-BRIEF-TIO2-MALAYSIA-V1.0,2026-08-29,UNAVAILABLE,"OFF_SCOPE / DO_NOT_TARGET. Off-scope, consumer/medical/academic, or different product intent; excluded from B2B pigment acquisition strategy. Priority audit: CI=1.5/5, Strategic=1/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=26. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium metal supplier,titanium metal supplier,EN,GLOBAL,MULTI,PRODUCT,OFFSCOPE-01 OFF_SCOPE Non-B2B/off-scope,I,Awareness,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,Unavailable,1,1,0,N/A,DO_NOT_TARGET,EXCLUDE,PROJECT-BRIEF-TIO2-MALAYSIA-V1.0,2026-08-29,UNAVAILABLE,"OFF_SCOPE / DO_NOT_TARGET. Off-scope, consumer/medical/academic, or different product intent; excluded from B2B pigment acquisition strategy. Priority audit: CI=1.5/5, Strategic=1/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=26. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium dioxide quote supplier,titanium dioxide quote supplier,EN,GLOBAL,MULTI,PRODUCT,BUYER-01 High-purchase-intent,T,RFQ / Purchase,Unavailable,Unavailable,Unavailable,Unavailable,Supplier/distributor/product/comparison mix,Top-10 SERP reviewed from complete local raw capture.,5,4,1,ABOUT / CONVERSION,MERGE_INTO_CLUSTER,P2,SERP-REV-BUY-QUOTE-20260829,2026-08-29,VERIFIED,"SERP intent verified; Search Volume, KD, CPC and trend are Unavailable. Commercial modifier was searched directly; this is evidence of SERP intent, not of metric volume or product equivalence. Priority audit: CI=5/5, Strategic=4/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=62. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium dioxide quotation,titanium dioxide quotation,EN,GLOBAL,MULTI,PRODUCT,BUYER-01 High-purchase-intent,T,RFQ / Purchase,Unavailable,Unavailable,Unavailable,Unavailable,Supplier/distributor/product/comparison mix,Top-10 SERP reviewed from complete local raw capture.,5,4,1,ABOUT / CONVERSION,MERGE_INTO_CLUSTER,P2,SERP-REV-BUY-QUOTATION-20260829,2026-08-29,VERIFIED,"SERP intent verified; Search Volume, KD, CPC and trend are Unavailable. Commercial modifier was searched directly; this is evidence of SERP intent, not of metric volume or product equivalence. Priority audit: CI=5/5, Strategic=4/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=62. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium dioxide sample supplier,titanium dioxide sample supplier,EN,GLOBAL,MULTI,PRODUCT,BUYER-01 High-purchase-intent,T,Technical Evaluation,Unavailable,Unavailable,Unavailable,Unavailable,Supplier/distributor/product/comparison mix,Top-10 SERP reviewed from complete local raw capture.,5,4,1,ABOUT / CONVERSION,MERGE_INTO_CLUSTER,P2,SERP-REV-BUY-SAMPLE-20260829,2026-08-29,VERIFIED,"SERP intent verified; Search Volume, KD, CPC and trend are Unavailable. Commercial modifier was searched directly; this is evidence of SERP intent, not of metric volume or product equivalence. Priority audit: CI=5/5, Strategic=4/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=62. Unavailable demand/feasibility contributes 0 rather than an inferred value."
buy titanium dioxide bulk,buy titanium dioxide bulk,EN,GLOBAL,MULTI,PRODUCT,BUYER-01 High-purchase-intent,T,RFQ / Purchase,Unavailable,Unavailable,Unavailable,Unavailable,Supplier/distributor/product/comparison mix,Top-10 SERP reviewed from complete local raw capture.,5,4,1,ABOUT / CONVERSION,MERGE_INTO_CLUSTER,P2,SERP-REV-BUY-BULK-20260829,2026-08-29,VERIFIED,"SERP intent verified; Search Volume, KD, CPC and trend are Unavailable. Commercial modifier was searched directly; this is evidence of SERP intent, not of metric volume or product equivalence. Priority audit: CI=5/5, Strategic=4/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=62. Unavailable demand/feasibility contributes 0 rather than an inferred value."
titanium dioxide wholesaler,titanium dioxide wholesaler,EN,GLOBAL,MULTI,PRODUCT,BUYER-01 High-purchase-intent,C,Supplier Search,Unavailable,Unavailable,Unavailable,Unavailable,Supplier/distributor/product/comparison mix,Top-10 SERP reviewed from complete local raw capture.,5,4,1,ABOUT / CONVERSION,MERGE_INTO_CLUSTER,P2,SERP-REV-BUY-WHOLESALER-20260829,2026-08-29,VERIFIED,"SERP intent verified; Search Volume, KD, CPC and trend are Unavailable. Commercial modifier was searched directly; this is evidence of SERP intent, not of metric volume or product equivalence. Priority audit: CI=4.5/5, Strategic=4/5, Market=3/5, Demand=0/5, Feasibility=0/5, weighted=59. Unavailable demand/feasibility contributes 0 rather than an inferred value."
